dx_id,kk,ss,bb,pp,log10(period)
1710,10,2,522800,2147483647,93.3
1711,10,2,522846,2147483647,93.3
1712,10,2,522851,2147483647,93.3
1713,10,2,522945,2147483647,93.3
1714,10,2,522958,2147483647,93.3
1715,10,2,522973,2147483647,93.3
1716,10,2,523090,2147483647,93.3
1717,10,2,523110,2147483647,93.3
1718,10,2,523115,2147483647,93.3
1719,10,2,523412,2147483647,93.3
1720,10,2,523414,2147483647,93.3
1721,10,2,523461,2147483647,93.3
1722,10,2,523497,2147483647,93.3
1723,10,2,523528,2147483647,93.3
1724,10,2,523557,2147483647,93.3
1725,10,2,523570,2147483647,93.3
1726,10,2,523708,2147483647,93.3
1727,10,2,523727,2147483647,93.3
1728,10,2,523752,2147483647,93.3
1729,10,2,523845,2147483647,93.3
1730,10,2,523905,2147483647,93.3
1731,10,2,523913,2147483647,93.3
1732,10,2,523972,2147483647,93.3
1733,10,2,524020,2147483647,93.3
1734,10,2,524084,2147483647,93.3
1735,10,2,524109,2147483647,93.3
1736,10,2,524127,2147483647,93.3
1737,10,2,524189,2147483647,93.3
1738,10,2,524190,2147483647,93.3
1739,10,2,524235,2147483647,93.3
1740,10,2,524238,2147483647,93.3
1741,10,2,524246,2147483647,93.3
1742,10,2,524249,2147483647,93.3
1743,10,2,524277,2147483647,93.3
1744,10,2,1046690,2147483647,93.3
1745,10,2,1046830,2147483647,93.3
1746,10,2,1046881,2147483647,93.3
1747,10,2,1046910,2147483647,93.3
1748,10,2,1046916,2147483647,93.3
1749,10,2,1047028,2147483647,93.3
1750,10,2,1047060,2147483647,93.3
1751,10,2,1047181,2147483647,93.3
1752,10,2,1047192,2147483647,93.3
1753,10,2,1047305,2147483647,93.3
1754,10,2,1047312,2147483647,93.3
1755,10,2,1047407,2147483647,93.3
1756,10,2,1047454,2147483647,93.3
1757,10,2,1047455,2147483647,93.3
1758,10,2,1047462,2147483647,93.3
1759,10,2,1047500,2147483647,93.3
1760,10,2,1047516,2147483647,93.3
1761,10,2,1047542,2147483647,93.3
1762,10,2,1047583,2147483647,93.3
1763,10,2,1047678,2147483647,93.3
1764,10,2,1047688,2147483647,93.3
1765,10,2,1047804,2147483647,93.3
1766,10,2,1047806,2147483647,93.3
1767,10,2,1047808,2147483647,93.3
1768,10,2,1047831,2147483647,93.3
1769,10,2,1047863,2147483647,93.3
1770,10,2,1047904,2147483647,93.3
1771,10,2,1047925,2147483647,93.3
1772,10,2,1047990,2147483647,93.3
1773,10,2,1048013,2147483647,93.3
1774,10,2,1048040,2147483647,93.3
1775,10,2,1048186,2147483647,93.3
1776,10,2,1048376,2147483647,93.3
1777,10,2,1048411,2147483647,93.3
1778,10,2,1048529,2147483647,93.3
1779,10,2,1048564,2147483647,93.3
1780,10,2,1048575,2147483647,93.3
1781,11,1,522168,2147483647,102.7
1782,11,1,522171,2147483647,102.7
1783,11,1,522232,2147483647,102.7
1784,11,1,522276,2147483647,102.7
1785,11,1,522304,2147483647,102.7
1786,11,1,522342,2147483647,102.7
1787,11,1,522398,2147483647,102.7
1788,11,1,522695,2147483647,102.7
1789,11,1,522696,2147483647,102.7
1790,11,1,522733,2147483647,102.7
1791,11,1,522750,2147483647,102.7
1792,11,1,522799,2147483647,102.7
1793,11,1,522825,2147483647,102.7
1794,11,1,522845,2147483647,102.7
1795,11,1,522877,2147483647,102.7
1796,11,1,522894,2147483647,102.7
1797,11,1,522916,2147483647,102.7
1798,11,1,522927,2147483647,102.7
1799,11,1,522992,2147483647,102.7
1800,11,1,522993,2147483647,102.7
1801,11,1,523039,2147483647,102.7
1802,11,1,523043,2147483647,102.7
1803,11,1,523095,2147483647,102.7
1804,11,1,523112,2147483647,102.7
1805,11,1,523159,2147483647,102.7
1806,11,1,523165,2147483647,102.7
1807,11,1,523176,2147483647,102.7
1808,11,1,523207,2147483647,102.7
1809,11,1,523244,2147483647,102.7
1810,11,1,523300,2147483647,102.7
1811,11,1,523329,2147483647,102.7
1812,11,1,523420,2147483647,102.7
1813,11,1,523457,2147483647,102.7
1814,11,1,523467,2147483647,102.7
1815,11,1,523506,2147483647,102.7
1816,11,1,523520,2147483647,102.7
1817,11,1,523677,2147483647,102.7
1818,11,1,523711,2147483647,102.7
1819,11,1,523715,2147483647,102.7
1820,11,1,523746,2147483647,102.7
1821,11,1,523764,2147483647,102.7
1822,11,1,523791,2147483647,102.7
1823,11,1,523820,2147483647,102.7
1824,11,1,523841,2147483647,102.7
1825,11,1,523857,2147483647,102.7
1826,11,1,523910,2147483647,102.7
1827,11,1,523962,2147483647,102.7
1828,11,1,523984,2147483647,102.7
1829,11,1,523992,2147483647,102.7
1830,11,1,524055,2147483647,102.7
1831,11,1,524065,2147483647,102.7
1832,11,1,524114,2147483647,102.7
1833,11,1,524134,2147483647,102.7
1834,11,1,524208,2147483647,102.7
1835,11,1,524258,2147483647,102.7
1836,11,1,524269,2147483647,102.7
1837,11,1,1046407,2147483647,102.7
1838,11,1,1046427,2147483647,102.7
1839,11,1,1046496,2147483647,102.7
1840,11,1,1046630,2147483647,102.7
1841,11,1,1046679,2147483647,102.7
1842,11,1,1046698,2147483647,102.7
1843,11,1,1046730,2147483647,102.7
1844,11,1,1046743,2147483647,102.7
1845,11,1,1046896,2147483647,102.7
1846,11,1,1046929,2147483647,102.7
1847,11,1,1047057,2147483647,102.7
1848,11,1,1047073,2147483647,102.7
1849,11,1,1047144,2147483647,102.7
1850,11,1,1047179,2147483647,102.7
1851,11,1,1047262,2147483647,102.7
1852,11,1,1047275,2147483647,102.7
1853,11,1,1047278,2147483647,102.7
1854,11,1,1047293,2147483647,102.7
1855,11,1,1047310,2147483647,102.7
1856,11,1,1047344,2147483647,102.7
1857,11,1,1047360,2147483647,102.7
1858,11,1,1047374,2147483647,102.7
1859,11,1,1047394,2147483647,102.7
1860,11,1,1047422,2147483647,102.7
1861,11,1,1047469,2147483647,102.7
1862,11,1,1047481,2147483647,102.7
1863,11,1,1047482,2147483647,102.7
1864,11,1,1047511,2147483647,102.7
1865,11,1,1047560,2147483647,102.7
1866,11,1,1047576,2147483647,102.7
1867,11,1,1047588,2147483647,102.7
1868,11,1,1047615,2147483647,102.7
1869,11,1,1047628,2147483647,102.7
1870,11,1,1047660,2147483647,102.7
1871,11,1,1047704,2147483647,102.7
1872,11,1,1047717,2147483647,102.7
1873,11,1,1047821,2147483647,102.7
1874,11,1,1047859,2147483647,102.7
1875,11,1,1047875,2147483647,102.7
1876,11,1,1047885,2147483647,102.7
1877,11,1,1047911,2147483647,102.7
1878,11,1,1047918,2147483647,102.7
1879,11,1,1047935,2147483647,102.7
1880,11,1,1047945,2147483647,102.7
1881,11,1,1047968,2147483647,102.7
1882,11,1,1048031,2147483647,102.7
1883,11,1,1048048,2147483647,102.7
1884,11,1,1048208,2147483647,102.7
1885,11,1,1048369,2147483647,102.7
1886,11,1,1048402,2147483647,102.7
1887,11,1,1048469,2147483647,102.7
1888,11,1,1048477,2147483647,102.7
1889,11,2,521057,2147483647,102.7
1890,11,2,521062,2147483647,102.7
1891,11,2,521074,2147483647,102.7
1892,11,2,521076,2147483647,102.7
1893,11,2,521129,2147483647,102.7
1894,11,2,521131,2147483647,102.7
1895,11,2,521140,2147483647,102.7
1896,11,2,521196,2147483647,102.7
1897,11,2,521223,2147483647,102.7
1898,11,2,521259,2147483647,102.7
1899,11,2,521268,2147483647,102.7
1900,11,2,521333,2147483647,102.7
1901,11,2,521378,2147483647,102.7
1902,11,2,521411,2147483647,102.7
1903,11,2,521419,2147483647,102.7
1904,11,2,521432,2147483647,102.7
1905,11,2,521490,2147483647,102.7
1906,11,2,521534,2147483647,102.7
1907,11,2,521557,2147483647,102.7
1908,11,2,521588,2147483647,102.7
1909,11,2,521726,2147483647,102.7
1910,11,2,521871,2147483647,102.7
1911,11,2,522068,2147483647,102.7
1912,11,2,522090,2147483647,102.7
1913,11,2,522108,2147483647,102.7
1914,11,2,522129,2147483647,102.7
1915,11,2,522200,2147483647,102.7
1916,11,2,522351,2147483647,102.7
1917,11,2,522354,2147483647,102.7
1918,11,2,522445,2147483647,102.7
1919,11,2,522471,2147483647,102.7
1920,11,2,522477,2147483647,102.7
1921,11,2,522543,2147483647,102.7
1922,11,2,522566,2147483647,102.7
1923,11,2,522590,2147483647,102.7
1924,11,2,522620,2147483647,102.7
1925,11,2,522772,2147483647,102.7
1926,11,2,522794,2147483647,102.7
1927,11,2,522811,2147483647,102.7
1928,11,2,522866,2147483647,102.7
1929,11,2,522992,2147483647,102.7
1930,11,2,523041,2147483647,102.7
1931,11,2,523067,2147483647,102.7
1932,11,2,523082,2147483647,102.7
1933,11,2,523089,2147483647,102.7
1934,11,2,523107,2147483647,102.7
1935,11,2,523159,2147483647,102.7
1936,11,2,523165,2147483647,102.7
1937,11,2,523186,2147483647,102.7
1938,11,2,523235,2147483647,102.7
1939,11,2,523239,2147483647,102.7
1940,11,2,523261,2147483647,102.7
1941,11,2,523313,2147483647,102.7
1942,11,2,523420,2147483647,102.7
1943,11,2,523430,2147483647,102.7
1944,11,2,523443,2147483647,102.7
1945,11,2,523457,2147483647,102.7
1946,11,2,523459,2147483647,102.7
1947,11,2,523467,2147483647,102.7
1948,11,2,523474,2147483647,102.7
1949,11,2,523488,2147483647,102.7
1950,11,2,523491,2147483647,102.7
1951,11,2,523520,2147483647,102.7
1952,11,2,523524,2147483647,102.7
1953,11,2,523572,2147483647,102.7
1954,11,2,523759,2147483647,102.7
1955,11,2,523789,2147483647,102.7
1956,11,2,523806,2147483647,102.7
1957,11,2,523814,2147483647,102.7
1958,11,2,523825,2147483647,102.7
1959,11,2,523858,2147483647,102.7
1960,11,2,523942,2147483647,102.7
1961,11,2,523970,2147483647,102.7
1962,11,2,523984,2147483647,102.7
1963,11,2,523992,2147483647,102.7
1964,11,2,524024,2147483647,102.7
1965,11,2,524038,2147483647,102.7
1966,11,2,524045,2147483647,102.7
1967,11,2,524229,2147483647,102.7
1968,11,2,524239,2147483647,102.7
1969,11,2,524257,2147483647,102.7
1970,11,2,1046421,2147483647,102.7
1971,11,2,1046524,2147483647,102.7
1972,11,2,1046643,2147483647,102.7
1973,11,2,1046765,2147483647,102.7
1974,11,2,1046768,2147483647,102.7
1975,11,2,1046775,2147483647,102.7
1976,11,2,1046798,2147483647,102.7
1977,11,2,1046829,2147483647,102.7
1978,11,2,1046839,2147483647,102.7
1979,11,2,1046852,2147483647,102.7
1980,11,2,1046948,2147483647,102.7
1981,11,2,1046958,2147483647,102.7
1982,11,2,1047025,2147483647,102.7
1983,11,2,1047026,2147483647,102.7
1984,11,2,1047029,2147483647,102.7
1985,11,2,1047047,2147483647,102.7
1986,11,2,1047099,2147483647,102.7
1987,11,2,1047146,2147483647,102.7
1988,11,2,1047178,2147483647,102.7
1989,11,2,1047258,2147483647,102.7
1990,11,2,1047260,2147483647,102.7
1991,11,2,1047472,2147483647,102.7
1992,11,2,1047561,2147483647,102.7
1993,11,2,1047595,2147483647,102.7
1994,11,2,1047612,2147483647,102.7
1995,11,2,1047625,2147483647,102.7
1996,11,2,1047648,2147483647,102.7
1997,11,2,1047716,2147483647,102.7
1998,11,2,1047717,2147483647,102.7
1999,11,2,1047857,2147483647,102.7
2000,11,2,1047907,2147483647,102.7
2001,11,2,1047915,2147483647,102.7
2002,11,2,1047981,2147483647,102.7
2003,11,2,1048090,2147483647,102.7
2004,11,2,1048122,2147483647,102.7
2005,11,2,1048208,2147483647,102.7
2006,11,2,1048228,2147483647,102.7
2007,11,2,1048238,2147483647,102.7
2008,11,2,1048241,2147483647,102.7
2009,11,2,1048244,2147483647,102.7
2010,11,2,1048283,2147483647,102.7
2011,11,2,1048369,2147483647,102.7
2012,11,2,1048374,2147483647,102.7
2013,11,2,1048458,2147483647,102.7
2014,11,2,1048464,2147483647,102.7
2015,11,2,1048510,2147483647,102.7
2016,11,2,1048538,2147483647,102.7
2017,12,1,521891,2147483647,112.0
2018,12,1,521892,2147483647,112.0
2019,12,1,521940,2147483647,112.0
2020,12,1,521964,2147483647,112.0
2021,12,1,522019,2147483647,112.0
2022,12,1,522083,2147483647,112.0
2023,12,1,522158,2147483647,112.0
2024,12,1,522162,2147483647,112.0
2025,12,1,522252,2147483647,112.0
2026,12,1,522323,2147483647,112.0
2027,12,1,522385,2147483647,112.0
2028,12,1,522442,2147483647,112.0
2029,12,1,522456,2147483647,112.0
2030,12,1,522483,2147483647,112.0
2031,12,1,522549,2147483647,112.0
2032,12,1,522564,2147483647,112.0
2033,12,1,522649,2147483647,112.0
2034,12,1,523004,2147483647,112.0
2035,12,1,523022,2147483647,112.0
2036,12,1,523051,2147483647,112.0
2037,12,1,523251,2147483647,112.0
2038,12,1,523345,2147483647,112.0
2039,12,1,523361,2147483647,112.0
2040,12,1,523396,2147483647,112.0
2041,12,1,523458,2147483647,112.0
2042,12,1,523490,2147483647,112.0
2043,12,1,523522,2147483647,112.0
2044,12,1,523528,2147483647,112.0
2045,12,1,523557,2147483647,112.0
2046,12,1,523584,2147483647,112.0
2047,12,1,523722,2147483647,112.0
2048,12,1,523758,2147483647,112.0
2049,12,1,523787,2147483647,112.0
2050,12,1,523822,2147483647,112.0
2051,12,1,523832,2147483647,112.0
2052,12,1,523887,2147483647,112.0
2053,12,1,523941,2147483647,112.0
2054,12,1,523958,2147483647,112.0
2055,12,1,524096,2147483647,112.0
2056,12,1,524140,2147483647,112.0
2057,12,1,524171,2147483647,112.0
2058,12,1,524179,2147483647,112.0
2059,12,1,524190,2147483647,112.0
2060,12,1,524198,2147483647,112.0
2061,12,1,1046201,2147483647,112.0
2062,12,1,1046226,2147483647,112.0
2063,12,1,1046240,2147483647,112.0
2064,12,1,1046291,2147483647,112.0
2065,12,1,1046339,2147483647,112.0
2066,12,1,1046360,2147483647,112.0
2067,12,1,1046362,2147483647,112.0
2068,12,1,1046423,2147483647,112.0
2069,12,1,1046464,2147483647,112.0
2070,12,1,1046493,2147483647,112.0
2071,12,1,1046509,2147483647,112.0
2072,12,1,1046568,2147483647,112.0
2073,12,1,1046824,2147483647,112.0
2074,12,1,1046928,2147483647,112.0
2075,12,1,1046946,2147483647,112.0
2076,12,1,1046983,2147483647,112.0
2077,12,1,1047000,2147483647,112.0
2078,12,1,1047080,2147483647,112.0
2079,12,1,1047103,2147483647,112.0
2080,12,1,1047184,2147483647,112.0
2081,12,1,1047191,2147483647,112.0
2082,12,1,1047200,2147483647,112.0
2083,12,1,1047218,2147483647,112.0
2084,12,1,1047263,2147483647,112.0
2085,12,1,1047268,2147483647,112.0
2086,12,1,1047385,2147483647,112.0
2087,12,1,1047451,2147483647,112.0
2088,12,1,1047541,2147483647,112.0
2089,12,1,1047557,2147483647,112.0
2090,12,1,1047646,2147483647,112.0
2091,12,1,1047658,2147483647,112.0
2092,12,1,1047692,2147483647,112.0
2093,12,1,1047707,2147483647,112.0
2094,12,1,1047887,2147483647,112.0
2095,12,1,1047925,2147483647,112.0
2096,12,1,1047983,2147483647,112.0
2097,12,1,1048011,2147483647,112.0
2098,12,1,1048053,2147483647,112.0
2099,12,1,1048120,2147483647,112.0
2100,12,1,1048142,2147483647,112.0
2101,12,1,1048261,2147483647,112.0
2102,12,1,1048280,2147483647,112.0
2103,12,1,1048313,2147483647,112.0
2104,12,1,1048363,2147483647,112.0
2105,12,1,1048424,2147483647,112.0
2106,12,1,1048470,2147483647,112.0
2107,12,1,1048491,2147483647,112.0
2108,12,2,520829,2147483647,112.0
2109,12,2,520898,2147483647,112.0
2110,12,2,520961,2147483647,112.0
2111,12,2,521019,2147483647,112.0
2112,12,2,521094,2147483647,112.0
2113,12,2,521152,2147483647,112.0
2114,12,2,521293,2147483647,112.0
2115,12,2,521325,2147483647,112.0
2116,12,2,521353,2147483647,112.0
2117,12,2,521360,2147483647,112.0
2118,12,2,521399,2147483647,112.0
2119,12,2,521479,2147483647,112.0
2120,12,2,521567,2147483647,112.0
2121,12,2,521634,2147483647,112.0
2122,12,2,521744,2147483647,112.0
2123,12,2,521803,2147483647,112.0
2124,12,2,521964,2147483647,112.0
2125,12,2,522029,2147483647,112.0
2126,12,2,522053,2147483647,112.0
2127,12,2,522236,2147483647,112.0
2128,12,2,522238,2147483647,112.0
2129,12,2,522241,2147483647,112.0
2130,12,2,522255,2147483647,112.0
2131,12,2,522505,2147483647,112.0
2132,12,2,522522,2147483647,112.0
2133,12,2,522612,2147483647,112.0
2134,12,2,522617,2147483647,112.0
2135,12,2,522633,2147483647,112.0
2136,12,2,522686,2147483647,112.0
2137,12,2,522690,2147483647,112.0
2138,12,2,522692,2147483647,112.0
2139,12,2,522708,2147483647,112.0
2140,12,2,522738,2147483647,112.0
2141,12,2,522774,2147483647,112.0
2142,12,2,522800,2147483647,112.0
2143,12,2,522818,2147483647,112.0
2144,12,2,522910,2147483647,112.0
2145,12,2,522930,2147483647,112.0
2146,12,2,522989,2147483647,112.0
2147,12,2,523004,2147483647,112.0
2148,12,2,523021,2147483647,112.0
2149,12,2,523024,2147483647,112.0
2150,12,2,523051,2147483647,112.0
2151,12,2,523068,2147483647,112.0
2152,12,2,523094,2147483647,112.0
2153,12,2,523171,2147483647,112.0
2154,12,2,523177,2147483647,112.0
2155,12,2,523200,2147483647,112.0
2156,12,2,523233,2147483647,112.0
2157,12,2,523247,2147483647,112.0
2158,12,2,523251,2147483647,112.0
2159,12,2,523377,2147483647,112.0
2160,12,2,523417,2147483647,112.0
2161,12,2,523440,2147483647,112.0
2162,12,2,523445,2147483647,112.0
2163,12,2,523455,2147483647,112.0
2164,12,2,523458,2147483647,112.0
2165,12,2,523461,2147483647,112.0
2166,12,2,523514,2147483647,112.0
2167,12,2,523560,2147483647,112.0
2168,12,2,523656,2147483647,112.0
2169,12,2,523674,2147483647,112.0
2170,12,2,523689,2147483647,112.0
2171,12,2,523904,2147483647,112.0
2172,12,2,523941,2147483647,112.0
2173,12,2,524081,2147483647,112.0
2174,12,2,524131,2147483647,112.0
2175,12,2,524234,2147483647,112.0
2176,12,2,1046220,2147483647,112.0
2177,12,2,1046251,2147483647,112.0
2178,12,2,1046299,2147483647,112.0
2179,12,2,1046342,2147483647,112.0
2180,12,2,1046483,2147483647,112.0
2181,12,2,1046545,2147483647,112.0
2182,12,2,1046639,2147483647,112.0
2183,12,2,1046683,2147483647,112.0
2184,12,2,1046712,2147483647,112.0
2185,12,2,1046879,2147483647,112.0
2186,12,2,1046994,2147483647,112.0
2187,12,2,1047072,2147483647,112.0
2188,12,2,1047080,2147483647,112.0
2189,12,2,1047156,2147483647,112.0
2190,12,2,1047163,2147483647,112.0
2191,12,2,1047208,2147483647,112.0
2192,12,2,1047288,2147483647,112.0
2193,12,2,1047345,2147483647,112.0
2194,12,2,1047373,2147483647,112.0
2195,12,2,1047428,2147483647,112.0
2196,12,2,1047490,2147483647,112.0
2197,12,2,1047574,2147483647,112.0
2198,12,2,1047658,2147483647,112.0
2199,12,2,1047734,2147483647,112.0
2200,12,2,1047799,2147483647,112.0
2201,12,2,1047808,2147483647,112.0
2202,12,2,1047810,2147483647,112.0
2203,12,2,1047879,2147483647,112.0
2204,12,2,1047880,2147483647,112.0
2205,12,2,1047977,2147483647,112.0
2206,12,2,1048044,2147483647,112.0
2207,12,2,1048075,2147483647,112.0
2208,12,2,1048150,2147483647,112.0
2209,12,2,1048191,2147483647,112.0
2210,12,2,1048246,2147483647,112.0
2211,12,2,1048285,2147483647,112.0
2212,12,2,1048349,2147483647,112.0
2213,12,2,1048380,2147483647,112.0
2214,12,2,1048396,2147483647,112.0
2215,12,2,1048412,2147483647,112.0
2216,12,2,1048448,2147483647,112.0
2217,12,2,1048471,2147483647,112.0
2218,12,2,1048541,2147483647,112.0
2219,13,1,521709,2147483647,121.3
2220,13,1,521785,2147483647,121.3
2221,13,1,521842,2147483647,121.3
2222,13,1,521888,2147483647,121.3
2223,13,1,521908,2147483647,121.3
2224,13,1,521923,2147483647,121.3
2225,13,1,521931,2147483647,121.3
2226,13,1,521982,2147483647,121.3
2227,13,1,522015,2147483647,121.3
2228,13,1,522076,2147483647,121.3
2229,13,1,522228,2147483647,121.3
2230,13,1,522253,2147483647,121.3
2231,13,1,522290,2147483647,121.3
2232,13,1,522318,2147483647,121.3
2233,13,1,522347,2147483647,121.3
2234,13,1,522357,2147483647,121.3
2235,13,1,522444,2147483647,121.3
2236,13,1,522521,2147483647,121.3
2237,13,1,522538,2147483647,121.3
2238,13,1,522552,2147483647,121.3
2239,13,1,522555,2147483647,121.3
2240,13,1,522632,2147483647,121.3
2241,13,1,522650,2147483647,121.3
2242,13,1,522695,2147483647,121.3
2243,13,1,522796,2147483647,121.3
2244,13,1,522799,2147483647,121.3
2245,13,1,522832,2147483647,121.3
2246,13,1,522954,2147483647,121.3
2247,13,1,523045,2147483647,121.3
2248,13,1,523095,2147483647,121.3
2249,13,1,523114,2147483647,121.3
2250,13,1,523136,2147483647,121.3
2251,13,1,523143,2147483647,121.3
2252,13,1,523211,2147483647,121.3
2253,13,1,523239,2147483647,121.3
2254,13,1,523275,2147483647,121.3
2255,13,1,523294,2147483647,121.3
2256,13,1,523343,2147483647,121.3
2257,13,1,523349,2147483647,121.3
2258,13,1,523448,2147483647,121.3
2259,13,1,523452,2147483647,121.3
2260,13,1,523463,2147483647,121.3
2261,13,1,523521,2147483647,121.3
2262,13,1,523568,2147483647,121.3
2263,13,1,523589,2147483647,121.3
2264,13,1,523630,2147483647,121.3
2265,13,1,523631,2147483647,121.3
2266,13,1,523651,2147483647,121.3
2267,13,1,523680,2147483647,121.3
2268,13,1,523682,2147483647,121.3
2269,13,1,523685,2147483647,121.3
2270,13,1,523825,2147483647,121.3
2271,13,1,523841,2147483647,121.3
2272,13,1,523875,2147483647,121.3
2273,13,1,523910,2147483647,121.3
2274,13,1,523922,2147483647,121.3
2275,13,1,523998,2147483647,121.3
2276,13,1,524045,2147483647,121.3
2277,13,1,524095,2147483647,121.3
2278,13,1,524125,2147483647,121.3
2279,13,1,524156,2147483647,121.3
2280,13,1,524183,2147483647,121.3
2281,13,1,524259,2147483647,121.3
2282,13,1,524278,2147483647,121.3
2283,13,1,1045982,2147483647,121.3
2284,13,1,1046078,2147483647,121.3
2285,13,1,1046151,2147483647,121.3
2286,13,1,1046178,2147483647,121.3
2287,13,1,1046232,2147483647,121.3
2288,13,1,1046262,2147483647,121.3
2289,13,1,1046310,2147483647,121.3
2290,13,1,1046320,2147483647,121.3
2291,13,1,1046550,2147483647,121.3
2292,13,1,1046619,2147483647,121.3
2293,13,1,1046668,2147483647,121.3
2294,13,1,1046724,2147483647,121.3
2295,13,1,1046730,2147483647,121.3
2296,13,1,1046749,2147483647,121.3
2297,13,1,1046860,2147483647,121.3
2298,13,1,1046908,2147483647,121.3
2299,13,1,1046957,2147483647,121.3
2300,13,1,1046958,2147483647,121.3
2301,13,1,1047014,2147483647,121.3
2302,13,1,1047058,2147483647,121.3
2303,13,1,1047104,2147483647,121.3
2304,13,1,1047152,2147483647,121.3
2305,13,1,1047258,2147483647,121.3
2306,13,1,1047334,2147483647,121.3
2307,13,1,1047397,2147483647,121.3
2308,13,1,1047482,2147483647,121.3
2309,13,1,1047511,2147483647,121.3
2310,13,1,1047550,2147483647,121.3
2311,13,1,1047595,2147483647,121.3
2312,13,1,1047612,2147483647,121.3
2313,13,1,1047631,2147483647,121.3
2314,13,1,1047733,2147483647,121.3
2315,13,1,1047791,2147483647,121.3
2316,13,1,1047812,2147483647,121.3
2317,13,1,1047907,2147483647,121.3
2318,13,1,1047930,2147483647,121.3
2319,13,1,1047940,2147483647,121.3
2320,13,1,1047967,2147483647,121.3
2321,13,1,1047976,2147483647,121.3
2322,13,1,1048069,2147483647,121.3
2323,13,1,1048093,2147483647,121.3
2324,13,1,1048159,2147483647,121.3
2325,13,1,1048182,2147483647,121.3
2326,13,1,1048188,2147483647,121.3
2327,13,1,1048216,2147483647,121.3
2328,13,1,1048219,2147483647,121.3
2329,13,1,1048229,2147483647,121.3
2330,13,1,1048248,2147483647,121.3
2331,13,1,1048250,2147483647,121.3
2332,13,1,1048268,2147483647,121.3
2333,13,1,1048295,2147483647,121.3
2334,13,1,1048296,2147483647,121.3
2335,13,1,1048323,2147483647,121.3
2336,13,1,1048338,2147483647,121.3
2337,13,1,1048383,2147483647,121.3
2338,13,1,1048477,2147483647,121.3
2339,13,1,1048519,2147483647,121.3
2340,13,2,520553,2147483647,121.3
2341,13,2,520604,2147483647,121.3
2342,13,2,520726,2147483647,121.3
2343,13,2,520736,2147483647,121.3
2344,13,2,520743,2147483647,121.3
2345,13,2,520824,2147483647,121.3
2346,13,2,520965,2147483647,121.3
2347,13,2,521062,2147483647,121.3
2348,13,2,521091,2147483647,121.3
2349,13,2,521154,2147483647,121.3
2350,13,2,521180,2147483647,121.3
2351,13,2,521181,2147483647,121.3
2352,13,2,521213,2147483647,121.3
2353,13,2,521313,2147483647,121.3
2354,13,2,521314,2147483647,121.3
2355,13,2,521367,2147483647,121.3
2356,13,2,521374,2147483647,121.3
2357,13,2,521474,2147483647,121.3
2358,13,2,521475,2147483647,121.3
2359,13,2,521502,2147483647,121.3
2360,13,2,521528,2147483647,121.3
2361,13,2,521542,2147483647,121.3
2362,13,2,521608,2147483647,121.3
2363,13,2,521629,2147483647,121.3
2364,13,2,521754,2147483647,121.3
2365,13,2,521761,2147483647,121.3
2366,13,2,521781,2147483647,121.3
2367,13,2,521784,2147483647,121.3
2368,13,2,521827,2147483647,121.3
2369,13,2,521894,2147483647,121.3
2370,13,2,521992,2147483647,121.3
2371,13,2,522002,2147483647,121.3
2372,13,2,522025,2147483647,121.3
2373,13,2,522118,2147483647,121.3
2374,13,2,522157,2147483647,121.3
2375,13,2,522173,2147483647,121.3
2376,13,2,522179,2147483647,121.3
2377,13,2,522275,2147483647,121.3
2378,13,2,522308,2147483647,121.3
2379,13,2,522351,2147483647,121.3
2380,13,2,522352,2147483647,121.3
2381,13,2,522380,2147483647,121.3
2382,13,2,522387,2147483647,121.3
2383,13,2,522398,2147483647,121.3
2384,13,2,522444,2147483647,121.3
2385,13,2,522471,2147483647,121.3
2386,13,2,522756,2147483647,121.3
2387,13,2,522759,2147483647,121.3
2388,13,2,522802,2147483647,121.3
2389,13,2,522880,2147483647,121.3
2390,13,2,522991,2147483647,121.3
2391,13,2,523036,2147483647,121.3
2392,13,2,523091,2147483647,121.3
2393,13,2,523112,2147483647,121.3
2394,13,2,523182,2147483647,121.3
2395,13,2,523189,2147483647,121.3
2396,13,2,523191,2147483647,121.3
2397,13,2,523230,2147483647,121.3
2398,13,2,523248,2147483647,121.3
2399,13,2,523262,2147483647,121.3
2400,13,2,523308,2147483647,121.3
2401,13,2,523332,2147483647,121.3
2402,13,2,523342,2147483647,121.3
2403,13,2,523387,2147483647,121.3
2404,13,2,523479,2147483647,121.3
2405,13,2,523491,2147483647,121.3
2406,13,2,523519,2147483647,121.3
2407,13,2,523558,2147483647,121.3
2408,13,2,523563,2147483647,121.3
2409,13,2,523649,2147483647,121.3
2410,13,2,523671,2147483647,121.3
2411,13,2,523680,2147483647,121.3
2412,13,2,523682,2147483647,121.3
2413,13,2,523685,2147483647,121.3
2414,13,2,523732,2147483647,121.3
2415,13,2,523820,2147483647,121.3
2416,13,2,523836,2147483647,121.3
2417,13,2,523837,2147483647,121.3
2418,13,2,523864,2147483647,121.3
2419,13,2,523966,2147483647,121.3
2420,13,2,524042,2147483647,121.3
2421,13,2,524067,2147483647,121.3
2422,13,2,524124,2147483647,121.3
2423,13,2,524172,2147483647,121.3
2424,13,2,1045997,2147483647,121.3
2425,13,2,1046003,2147483647,121.3
2426,13,2,1046053,2147483647,121.3
2427,13,2,1046115,2147483647,121.3
2428,13,2,1046118,2147483647,121.3
2429,13,2,1046134,2147483647,121.3
